gear,x,y,nspp_S_cell,S_sum_cell
GND,31.75,-33.4346,57,0.138780827035358
GND,31.75,-32.9346,55,0.0652593501479241
GND,31.75,-32.4346,55,0.104785896419135
GND,31.75,-31.9346,55,0.0784927022084046
GND,31.75,-31.4346,55,0.0369796050656167
GND,31.75,-30.9346,55,0.0405844077231501
GND,31.75,-30.4346,59,0.0810751200040848
GND,31.75,-29.9346,91,0.208685089807759
GND,31.75,-29.4346,105,0.278192559398947
GND,31.75,-28.9346,99,0.255707014540588
GND,32.25,-44.9346,30,0.0199502700950166
GND,32.25,-44.4346,30,0.0395605996989297
GND,32.25,-43.9346,39,0.0438027613124126
GND,32.25,-43.4346,39,0.0316116437457663
GND,32.25,-42.9346,42,0.0235876601701243
GND,32.25,-42.4346,42,0.0145628117133161
GND,32.25,-41.9346,42,0.0158947467947246
GND,32.25,-41.4346,42,0.0153292608376051
GND,32.25,-40.9346,47,0.0177694601610245
GND,32.25,-40.4346,47,0.0263223923028298
GND,32.25,-39.9346,50,0.0418993331410716
GND,32.25,-39.4346,50,0.0595020986216203
GND,32.25,-38.9346,53,0.0543545059585138
GND,32.25,-38.4346,53,0.0716102954854545
GND,32.25,-37.9346,54,0.218978485312052
GND,32.25,-37.4346,54,0.615110253590871
GND,32.25,-36.9346,55,1.23014599362438
GND,32.25,-36.4346,55,1.52890331495047
GND,32.25,-35.9346,57,1.18312325516519
GND,32.25,-35.4346,57,0.67619607504948
GND,32.25,-34.9346,58,0.540200456773263
GND,32.25,-34.4346,58,0.658059671072487
GND,32.25,-33.9346,57,0.812199975985608
GND,32.25,-33.4346,57,0.47263589233966
GND,32.25,-32.9346,56,0.113692310554794
GND,32.25,-32.4346,56,0.0414466235682864
GND,32.25,-31.9346,55,0.0351140845721974
GND,32.25,-31.4346,55,0.0232059901070081
GND,32.25,-30.9346,55,0.0234025984542522
GND,32.25,-30.4346,55,0.0476374955888098
GND,32.25,-29.9346,60,0.121224712161261
GND,32.25,-29.4346,100,0.348646767987133
GND,32.25,-28.9346,106,0.334466398135782
GND,32.25,-28.4346,101,0.218391077228279
GND,32.75,-44.9346,29,0.0269643409627434
GND,32.75,-44.4346,30,0.0450836466795614
GND,32.75,-43.9346,39,0.0397744421792022
GND,32.75,-43.4346,39,0.0241501511279406
GND,32.75,-42.9346,42,0.0215331986863255
GND,32.75,-42.4346,42,0.0165590108011158
GND,32.75,-41.9346,42,0.0162424812298964
GND,32.75,-41.4346,42,0.017596039082014
GND,32.75,-40.9346,47,0.0220166223357769
GND,32.75,-40.4346,47,0.0337652146680832
GND,32.75,-39.9346,50,0.0558062507211816
GND,32.75,-39.4346,50,0.0491730107994722
GND,32.75,-38.9346,53,0.0419695228701324
GND,32.75,-38.4346,53,0.0778949400839006
GND,32.75,-37.9346,54,0.239665146835242
GND,32.75,-37.4346,53,0.656831844897526
GND,32.75,-36.9346,55,1.44247508599041
GND,32.75,-36.4346,55,1.74421753211619
GND,32.75,-35.9346,56,1.20497308437071
GND,32.75,-35.4346,56,0.739838573358632
GND,32.75,-34.9346,58,1.82513951459395
GND,32.75,-34.4346,58,3.87669329617582
GND,32.75,-33.9346,57,3.80960146310552
GND,32.75,-33.4346,57,1.42313723083793
GND,32.75,-32.9346,56,0.16631949803944
GND,32.75,-32.4346,56,0.0202695106977567
GND,32.75,-31.9346,55,0.0203510326623978
GND,32.75,-31.4346,55,0.0219719771580122
GND,32.75,-30.9346,55,0.031497515161815
GND,32.75,-30.4346,55,0.0530920312979606
GND,32.75,-29.9346,57,0.139267915024809
GND,32.75,-29.4346,57,0.134798419805124
GND,32.75,-28.9346,70,0.103109308553679
GND,32.75,-28.4346,103,0.130798005192089
GND,32.75,-27.9346,106,0.188466623341786
GND,32.75,-27.4346,107,0.220152935447919
GND,32.75,-26.9346,103,0.254788222673651
GND,32.75,-26.4346,99,0.319385768191127
GND,32.75,-25.9346,102,0.538882448145377
GND,32.75,-25.4346,98,0.468374712873093
GND,33.25,-44.9346,29,0.0225060162456228
GND,33.25,-44.4346,29,0.0453034099193837
GND,33.25,-43.9346,39,0.0401547792458561
GND,33.25,-43.4346,39,0.0250272770550978
GND,33.25,-42.9346,39,0.023772114584969
GND,33.25,-42.4346,39,0.0267410007571087
GND,33.25,-41.9346,42,0.0257968897395485
GND,33.25,-41.4346,42,0.0182969227090486
GND,33.25,-40.9346,47,0.0213662481980233
GND,33.25,-40.4346,47,0.0292850009677748
GND,33.25,-39.9346,50,0.0343940481276029
GND,33.25,-39.4346,50,0.0337427787367611
GND,33.25,-38.9346,53,0.0462769072846444
GND,33.25,-38.4346,53,0.115003353205606
GND,33.25,-37.9346,54,0.350504507510387
GND,33.25,-37.4346,53,0.732574308581123
GND,33.25,-36.9346,55,1.20328889716229
GND,33.25,-36.4346,55,1.20244400205069
GND,33.25,-35.9346,53,0.914942651792904
GND,33.25,-35.4346,53,0.914748361599316
GND,33.25,-34.9346,57,3.19381085122986
GND,33.25,-34.4346,57,11.4168119473089
GND,33.25,-33.9346,56,9.45504802016607
GND,33.25,-33.4346,57,2.69568466662644
GND,33.25,-32.9346,56,0.439376300929614
GND,33.25,-32.4346,56,0.0666760232759748
GND,33.25,-31.9346,55,0.0194689244357768
GND,33.25,-31.4346,55,0.0312163080096354
GND,33.25,-30.9346,55,0.0710283081952115
GND,33.25,-30.4346,55,0.0661487969381109
GND,33.25,-29.9346,55,0.0496989975510379
GND,33.25,-29.4346,55,0.0489295199915566
GND,33.25,-28.9346,57,0.0447125859102629
GND,33.25,-28.4346,57,0.0478724280434651
GND,33.25,-27.9346,57,0.0688128208004933
GND,33.25,-27.4346,61,0.124295163792902
GND,33.25,-26.9346,83,0.222682635582327
GND,33.25,-26.4346,104,0.491513960380791
GND,33.25,-25.9346,104,0.611940924940223
GND,33.25,-25.4346,104,0.551487392333451
GND,33.75,-44.9346,29,0.017804725572819
GND,33.75,-44.4346,29,0.0355029539697402
GND,33.75,-43.9346,39,0.0398146714304527
GND,33.75,-43.4346,39,0.032056590199711
GND,33.75,-42.9346,39,0.0280707962682612
GND,33.75,-42.4346,39,0.0243043776959058
GND,33.75,-41.9346,42,0.0313474664640422
GND,33.75,-41.4346,42,0.0302178621488637
GND,33.75,-40.9346,47,0.0344705542579248
GND,33.75,-40.4346,47,0.0298616245165244
GND,33.75,-39.9346,50,0.0346295236801566
GND,33.75,-39.4346,50,0.0397504743928569
GND,33.75,-38.9346,53,0.0456531522892727
GND,33.75,-38.4346,53,0.0788483053895021
GND,33.75,-37.9346,54,0.231450341792673
GND,33.75,-37.4346,53,0.563749721810714
GND,33.75,-36.9346,55,0.822023394382834
GND,33.75,-36.4346,55,0.927746599575819
GND,33.75,-35.9346,53,1.07747727898264
GND,33.75,-35.4346,53,1.12860922563464
GND,33.75,-34.9346,57,2.54155615530291
GND,33.75,-34.4346,57,4.95981301281821
GND,33.75,-33.9346,56,5.65368835176368
GND,33.75,-33.4346,57,3.57272196681241
GND,33.75,-32.9346,56,1.49720573274946
GND,33.75,-32.4346,56,0.645916986421867
GND,33.75,-31.9346,55,0.399234665776236
GND,33.75,-31.4346,55,0.354993539658484
GND,33.75,-30.9346,55,0.269946785207378
GND,33.75,-30.4346,55,0.101877230948925
GND,33.75,-29.9346,55,0.0262821948085249
GND,33.75,-29.4346,55,0.0432891677878023
GND,33.75,-28.9346,57,0.0944862876269918
GND,33.75,-28.4346,57,0.0969678768533527
GND,33.75,-27.9346,57,0.0562602258905554
GND,33.75,-27.4346,57,0.0350189176219639
GND,33.75,-26.9346,58,0.0384989470199982
GND,33.75,-26.4346,59,0.0645766522655701
GND,33.75,-25.9346,63,0.145948886883035
GND,33.75,-25.4346,104,0.4295909481554
GND,33.75,26.5654,77,28.1873463785331
GND,34.25,-44.9346,29,0.0128289428357433
GND,34.25,-44.4346,29,0.03034397844339
GND,34.25,-43.9346,31,0.0339992417289165
GND,34.25,-43.4346,31,0.0268912167489659
GND,34.25,-42.9346,39,0.0277549119414983
GND,34.25,-42.4346,39,0.0260241359314777
GND,34.25,-41.9346,42,0.0321874573935308
GND,34.25,-41.4346,42,0.0265498356245767
GND,34.25,-40.9346,47,0.0231825750012838
GND,34.25,-40.4346,47,0.0335640583365658
GND,34.25,-39.9346,50,0.0572928250778712
GND,34.25,-39.4346,50,0.0690710923212748
GND,34.25,-38.9346,53,0.0659057119058488
GND,34.25,-38.4346,53,0.0610376119045939
GND,34.25,-37.9346,54,0.239379080620441
GND,34.25,-37.4346,53,0.773683818820099
GND,34.25,-36.9346,55,0.968886723119033
GND,34.25,-36.4346,55,1.07110398028652
GND,34.25,-35.9346,54,1.89849205863532
GND,34.25,-35.4346,54,1.67777445179706
GND,34.25,-34.9346,57,1.39176492016364
GND,34.25,-34.4346,57,2.1045516938871
GND,34.25,-33.9346,56,5.01261148299822
GND,34.25,-33.4346,57,7.83306959158323
GND,34.25,-32.9346,57,6.87916131306292
GND,34.25,-32.4346,57,4.11923701835346
GND,34.25,-31.9346,55,2.34299791432198
GND,34.25,-31.4346,55,1.77744746244836
GND,34.25,-30.9346,55,0.977745820734382
GND,34.25,-30.4346,55,0.217387661674824
GND,34.25,-29.9346,55,0.0315018778261738
GND,34.25,-29.4346,55,0.0467785878709635
GND,34.25,-28.9346,57,0.118777678652376
GND,34.25,-28.4346,57,0.0981338225680068
GND,34.25,-27.9346,57,0.0361846506474178
GND,34.25,-27.4346,57,0.014320453284964
GND,34.25,-26.9346,60,0.0043468765115457
GND,34.25,-26.4346,63,0.0137695449068196
GND,34.25,-25.9346,63,0.0867322890082743
GND,34.25,-25.4346,104,0.354372204586308
GND,34.25,-24.9346,101,0.363409253270993
GND,34.25,26.0654,75,24.8019083399
GND,34.25,26.5654,74,27.9483128126119
GND,34.75,-44.9346,29,0.00669234002954447
GND,34.75,-44.4346,29,0.0198693957696027
GND,34.75,-43.9346,31,0.0324600638503776
GND,34.75,-43.4346,31,0.0397843746640264
GND,34.75,-42.9346,39,0.0347831655416538
GND,34.75,-42.4346,39,0.02958683280574
GND,34.75,-41.9346,42,0.0376328084302748
GND,34.75,-41.4346,42,0.0263713300518227
GND,34.75,-40.9346,47,0.0175206289117533
GND,34.75,-40.4346,47,0.0221810807211308
GND,34.75,-39.9346,50,0.0459339690707625
GND,34.75,-39.4346,50,0.0468490930607185
GND,34.75,-38.9346,53,0.0568152861304913
GND,34.75,-38.4346,53,0.0829911263471782
GND,34.75,-37.9346,54,0.265167252005129
GND,34.75,-37.4346,53,0.889004498867913
GND,34.75,-36.9346,55,1.1245088245809
GND,34.75,-36.4346,55,0.957027245698621
GND,34.75,-35.9346,54,0.903905669594519
GND,34.75,-35.4346,54,0.779308960077786
GND,34.75,-34.9346,57,0.717003750820453
GND,34.75,-34.4346,57,1.87188590535142
GND,34.75,-33.9346,56,10.9051829509215
GND,34.75,-33.4346,60,24.1596174421345
GND,34.75,-32.9346,59,19.4061106992475
GND,34.75,-32.4346,59,10.260318912363
GND,34.75,-31.9346,55,6.01577539593304
GND,34.75,-31.4346,55,3.28157444750131
GND,34.75,-30.9346,55,1.50910613785759
GND,34.75,-30.4346,55,0.487199248966656
GND,34.75,-29.9346,55,0.096618446570822
GND,34.75,-29.4346,55,0.0342661297694653
GND,34.75,-28.9346,55,0.0455568829665113
GND,34.75,-28.4346,57,0.0398616701679456
GND,34.75,-27.9346,57,0.022302382477158
GND,34.75,-27.4346,57,0.005660163660923
GND,34.75,-26.4346,60,0.0148060451068444
GND,34.75,-25.9346,91,0.125810612114014
GND,34.75,-25.4346,104,0.351163021412165
GND,34.75,-24.9346,104,0.406440771279915
GND,34.75,-20.9346,89,0.224284472313387
GND,34.75,-20.4346,105,0.300918623911518
GND,34.75,-19.9346,102,0.25413571863639
GND,34.75,25.0654,53,16.4673367797495
GND,34.75,25.5654,75,13.5572064380492
GND,34.75,26.0654,42,6.59042754302768
GND,34.75,26.5654,39,6.4644710736358
GND,35.25,-44.9346,29,0.002608061606265
GND,35.25,-44.4346,29,0.0130624829121021
GND,35.25,-43.9346,30,0.0413783984530836
GND,35.25,-43.4346,30,0.0445852891012679
GND,35.25,-42.9346,39,0.0371720526324553
GND,35.25,-42.4346,39,0.0299990820230889
GND,35.25,-41.9346,43,0.0376574197983994
GND,35.25,-41.4346,43,0.0260152632621586
GND,35.25,-40.9346,47,0.0210168741879611
GND,35.25,-40.4346,47,0.0176606838809638
GND,35.25,-39.9346,50,0.0221829778939764
GND,35.25,-39.4346,50,0.0217976151014672
GND,35.25,-38.9346,53,0.0290449045721921
GND,35.25,-38.4346,53,0.0394360410642794
GND,35.25,-37.9346,54,0.187736120644985
GND,35.25,-37.4346,53,0.687626638999884
GND,35.25,-36.9346,55,0.96323306247544
GND,35.25,-36.4346,55,0.733797890957347
GND,35.25,-35.9346,55,0.456127015701017
GND,35.25,-35.4346,55,0.350289270529918
GND,35.25,-34.9346,57,0.412127425730193
GND,35.25,-34.4346,57,1.22068641351651
GND,35.25,-33.9346,58,7.61179851690004
GND,35.25,-33.4346,58,24.4031532222121
GND,35.25,-32.9346,58,28.7573299686424
GND,35.25,-32.4346,59,16.4786080622689
GND,35.25,-31.9346,55,8.0540857291947
GND,35.25,-31.4346,55,4.7039239209317
GND,35.25,-30.9346,55,3.56761829080275
GND,35.25,-30.4346,55,2.29360149945563
GND,35.25,-29.9346,55,1.0386939466839
GND,35.25,-29.4346,55,0.435613946068798
GND,35.25,-28.9346,55,0.135899094996274
GND,35.25,-28.4346,55,0.0425142590942238
GND,35.25,-27.9346,57,0.0218950991666938
GND,35.25,-27.4346,57,0.013066844539461
GND,35.25,-26.9346,57,0.0114000714955233
GND,35.25,-26.4346,58,0.0143080646314729
GND,35.25,-25.9346,58,0.0649963788534353
GND,35.25,-25.4346,91,0.316851518883178
GND,35.25,-24.9346,105,0.535658794285975
GND,35.25,-24.4346,103,0.501358436798528
GND,35.25,-23.9346,96,0.422019353696097
GND,35.25,-23.4346,102,0.416670955724734
GND,35.25,-22.4346,102,0.290324862117566
GND,35.25,-21.9346,105,0.314339136455101
GND,35.25,-21.4346,98,0.254686676977831
GND,35.25,-20.9346,98,0.238144748386798
GND,35.25,-20.4346,99,0.258797525712595
GND,35.25,-19.9346,98,0.239601084988456
GND,35.25,-19.4346,96,0.238383120549267
GND,35.25,23.5654,39,18.5606548083236
GND,35.25,24.0654,55,30.1345820105153
GND,35.25,24.5654,52,18.3854618564815
GND,35.25,25.0654,50,15.7842069931209
GND,35.25,25.5654,29,5.60980089451423
GND,35.25,26.0654,35,12.6259712043868
GND,35.25,26.5654,36,22.0230631566449
GND,35.75,-44.9346,29,0.00234135031455754
GND,35.75,-44.4346,29,0.0108734606415795
GND,35.75,-43.9346,30,0.035964927501232
GND,35.75,-43.4346,30,0.0466796330831443
GND,35.75,-42.9346,39,0.0455345253505969
GND,35.75,-42.4346,39,0.0322347043701558
GND,35.75,-41.9346,43,0.0269434464172263
GND,35.75,-41.4346,43,0.0222087126466875
GND,35.75,-40.9346,47,0.0210402980480275
GND,35.75,-40.4346,47,0.0188671001389233
GND,35.75,-39.9346,50,0.0171878158169695
GND,35.75,-39.4346,50,0.0184703231789937
GND,35.75,-38.9346,53,0.0255997625214644
GND,35.75,-38.4346,53,0.0248839539830246
GND,35.75,-37.9346,54,0.108893767643911
GND,35.75,-37.4346,53,0.416035466116242
GND,35.75,-36.9346,55,0.570973225492946
GND,35.75,-36.4346,55,0.391315559733301
GND,35.75,-35.9346,54,0.332551727230055
GND,35.75,-35.4346,55,0.355065919336416
GND,35.75,-34.9346,57,0.374809908482881
GND,35.75,-34.4346,57,0.668032703464774
GND,35.75,-33.9346,56,3.61975766574579
GND,35.75,-33.4346,58,13.3897980330677
GND,35.75,-32.9346,58,30.6804833987469
GND,35.75,-32.4346,56,21.2765636533144
GND,35.75,-31.9346,55,6.7667181590549
GND,35.75,-31.4346,55,4.39937443044897
GND,35.75,-30.9346,55,6.53001125251333
GND,35.75,-30.4346,57,5.58072588461563
GND,35.75,-29.9346,55,3.77331168112237
GND,35.75,-29.4346,55,2.09621393583721
GND,35.75,-28.9346,55,0.935471472222046
GND,35.75,-28.4346,55,0.621672296928797
GND,35.75,-27.9346,57,0.359885903456713
GND,35.75,-27.4346,57,0.105105447910351
GND,35.75,-26.9346,57,0.0205814961208757
GND,35.75,-26.4346,57,0.0120886070834563
GND,35.75,-25.9346,48,0.0242556688477546
GND,35.75,-25.4346,52,0.059527746604889
GND,35.75,-24.9346,62,0.141455234261014
GND,35.75,-24.4346,103,0.430885837863535
GND,35.75,-23.9346,104,0.519902365094999
GND,35.75,-23.4346,105,0.490983573868386
GND,35.75,-22.9346,105,0.388204174656956
GND,35.75,-22.4346,106,0.349358469976224
GND,35.75,-21.9346,106,0.372478683279975
GND,35.75,-21.4346,106,0.489634120906488
GND,35.75,-20.9346,106,0.47153693581221
GND,35.75,-20.4346,105,0.288577334972043
GND,35.75,-19.9346,105,0.262513980569839
GND,35.75,-19.4346,91,0.236187456784801
GND,35.75,-18.9346,73,0.158308220383123
GND,35.75,23.0654,52,34.5344158521574
GND,35.75,23.5654,54,35.3413299385097
GND,35.75,24.0654,45,20.7378637860697
GND,35.75,24.5654,31,14.8653736593865
GND,35.75,25.0654,29,12.6893182995091
GND,35.75,25.5654,25,15.9279202071879
GND,35.75,26.0654,36,24.1781554960967
GND,35.75,26.5654,61,38.2680993708033
GND,36.25,-44.9346,30,0.00391188131338365
GND,36.25,-44.4346,29,0.00990145007785164
GND,36.25,-43.9346,30,0.0222318758421013
GND,36.25,-43.4346,30,0.0284889455454873
GND,36.25,-42.9346,39,0.0336588629307899
GND,36.25,-42.4346,39,0.0295873585074566
GND,36.25,-41.9346,43,0.0303165181352074
GND,36.25,-41.4346,43,0.0283271520677114
GND,36.25,-40.9346,47,0.0268705352443204
GND,36.25,-40.4346,47,0.0214500569740246
GND,36.25,-39.9346,50,0.0221432448272112
GND,36.25,-39.4346,50,0.0280845155973205
GND,36.25,-38.9346,53,0.0374934659158043
GND,36.25,-38.4346,53,0.0392724384095032
GND,36.25,-37.9346,54,0.0613457353052869
GND,36.25,-37.4346,53,0.123985278407877
GND,36.25,-36.9346,55,0.190621234312391
GND,36.25,-36.4346,55,0.170784014089766
GND,36.25,-35.9346,55,0.255708623454391
GND,36.25,-35.4346,55,0.425405651916948
GND,36.25,-34.9346,57,0.524514791526901
GND,36.25,-34.4346,57,0.621572754389636
GND,36.25,-33.9346,56,1.06858272851007
GND,36.25,-33.4346,56,3.8862366861457
GND,36.25,-32.9346,56,7.80535065539993
GND,36.25,-32.4346,56,6.78467158840738
GND,36.25,-31.9346,54,3.51933487530586
GND,36.25,-31.4346,55,3.50944787375595
GND,36.25,-30.9346,55,5.1823156865943
GND,36.25,-30.4346,55,5.2394791219382
GND,36.25,-29.9346,55,4.92608359921565
GND,36.25,-29.4346,55,4.00972744281248
GND,36.25,-28.9346,55,2.88817328519663
GND,36.25,-28.4346,57,2.54471792622752
GND,36.25,-27.9346,57,1.30395544632323
GND,36.25,-27.4346,57,0.223649946785117
GND,36.25,-26.9346,57,0.00484312357999383
GND,36.25,-25.4346,48,0.00778631538759636
GND,36.25,-24.9346,47,0.0225844740863889
GND,36.25,-24.4346,48,0.0467331434708349
GND,36.25,-23.9346,52,0.0636562705483192
GND,36.25,-23.4346,52,0.0622318760348441
GND,36.25,-22.9346,52,0.054922460922432
GND,36.25,-22.4346,52,0.0509111251870024
GND,36.25,-21.9346,52,0.0566339239934337
GND,36.25,-21.4346,49,0.0685869334236871
GND,36.25,-20.9346,52,0.0708465564347283
GND,36.25,-20.4346,91,0.108310051659652
GND,36.25,-19.9346,104,0.226908594558856
GND,36.25,-19.4346,105,0.370643841423518
GND,36.25,-18.9346,92,0.305549659412604
GND,36.25,22.5654,53,34.0605022334392
GND,36.25,23.0654,47,28.8508414039566
GND,36.25,23.5654,47,30.4103644255377
GND,36.25,24.0654,27,10.2005650899506
GND,36.25,24.5654,25,9.6989516129659
GND,36.25,25.0654,25,16.8129567015701
GND,36.25,25.5654,49,31.9985188330445
GND,36.25,26.0654,60,37.5328214611997
GND,36.75,-44.9346,29,0.00260713763867855
GND,36.75,-44.4346,29,0.00561659930471732
GND,36.75,-43.9346,30,0.0118233101254374
GND,36.75,-43.4346,30,0.0200768863786693
GND,36.75,-42.9346,39,0.0300269494477306
GND,36.75,-42.4346,39,0.0313455104136787
GND,36.75,-41.9346,43,0.0408359710607818
GND,36.75,-41.4346,43,0.0315213175431433
GND,36.75,-40.9346,47,0.0221023559564361
GND,36.75,-40.4346,47,0.0174470777365403
GND,36.75,-39.9346,50,0.0289966370635826
GND,36.75,-39.4346,50,0.0511895759389989
GND,36.75,-38.9346,53,0.0648381531996318
GND,36.75,-38.4346,53,0.050477789602837
GND,36.75,-37.9346,54,0.0379368868901318
GND,36.75,-37.4346,53,0.0409131808489724
GND,36.75,-36.9346,55,0.0545027592355949
GND,36.75,-36.4346,55,0.110824299015471
GND,36.75,-35.9346,54,0.336426768529753
GND,36.75,-35.4346,54,0.538815123539199
GND,36.75,-34.9346,57,0.857834183369707
GND,36.75,-34.4346,57,0.723090459967439
GND,36.75,-33.9346,56,0.458670720353688
GND,36.75,-33.4346,56,0.401201019599263
GND,36.75,-32.9346,56,0.5708196415096
GND,36.75,-32.4346,56,0.919923506618895
GND,36.75,-31.9346,54,1.42464322948963
GND,36.75,-31.4346,54,2.10898782224328
GND,36.75,-30.9346,54,3.60757592510327
GND,36.75,-30.4346,54,4.74612691396196
GND,36.75,-29.9346,55,4.73610031191884
GND,36.75,-29.4346,55,4.58287135168746
GND,36.75,-28.9346,55,4.75935928012494
GND,36.75,-28.4346,55,3.85610165489627
GND,36.75,-27.9346,57,2.0478257338488
GND,36.75,-27.4346,57,0.737276803960096
GND,36.75,-26.9346,55,0.200191285834106
GND,36.75,-26.4346,55,0.0318547860972143
GND,36.75,-20.4346,49,0.0130067675780241
GND,36.75,-19.9346,64,0.0752420979108197
GND,36.75,-19.4346,104,0.309321823601351
GND,36.75,-18.9346,94,0.391628551364345
GND,36.75,-18.4346,86,0.279884908620769
GND,36.75,-17.9346,55,0.139311706668972
GND,36.75,21.5654,63,47.6291094011969
GND,36.75,22.0654,74,55.3228352305211
GND,36.75,22.5654,52,32.0085053307671
GND,36.75,23.0654,27,18.8024068845691
GND,36.75,23.5654,25,14.8408292667131
GND,36.75,24.0654,27,14.1848691395807
GND,36.75,24.5654,28,17.4104127407997
GND,36.75,25.0654,42,27.9947011214684
GND,37.25,-44.9346,29,0.00392316193599561
GND,37.25,-44.4346,29,0.0064385490956086
GND,37.25,-43.9346,30,0.00942025731635455
GND,37.25,-43.4346,30,0.0214946798953734
GND,37.25,-42.9346,39,0.0408832378497562
GND,37.25,-42.4346,39,0.0464470569957175
GND,37.25,-41.9346,43,0.0445469280027346
GND,37.25,-41.4346,43,0.0306400797120132
GND,37.25,-40.9346,47,0.0224248740536401
GND,37.25,-40.4346,47,0.020069445016071
GND,37.25,-39.9346,50,0.0297651189339549
GND,37.25,-39.4346,50,0.0498786006163361
GND,37.25,-38.9346,53,0.0515467963880154
GND,37.25,-38.4346,53,0.0402190931160249
GND,37.25,-37.9346,54,0.0392649934835469
GND,37.25,-37.4346,53,0.0417281054539191
GND,37.25,-36.9346,55,0.0861950000218277
GND,37.25,-36.4346,55,0.224634668975795
GND,37.25,-35.9346,55,0.508067535427231
GND,37.25,-35.4346,55,0.645171514780909
GND,37.25,-34.9346,57,0.63469550510687
GND,37.25,-34.4346,57,0.548953698989451
GND,37.25,-33.9346,56,0.485216676622502
GND,37.25,-33.4346,56,0.447113125253313
GND,37.25,-32.9346,56,0.572712235590097
GND,37.25,-32.4346,56,0.660401067161819
GND,37.25,-31.9346,54,0.983029128248256
GND,37.25,-31.4346,54,1.64236788091243
GND,37.25,-30.9346,54,2.35322999981243
GND,37.25,-30.4346,54,3.38727833102772
GND,37.25,-29.9346,55,4.06814409795987
GND,37.25,-29.4346,55,4.69951996320342
GND,37.25,-28.9346,55,4.93052631313626
GND,37.25,-28.4346,55,4.79324126057302
GND,37.25,-27.9346,55,3.95195794544859
GND,37.25,-27.4346,55,2.2780890592114
GND,37.25,-26.9346,55,0.753600526710902
GND,37.25,-26.4346,55,0.109865446899749
GND,37.25,-23.9346,46,0.125924597421788
GND,37.25,-23.4346,46,0.41476496399115
GND,37.25,-22.9346,46,0.841671157180924
GND,37.25,-22.4346,46,1.23008096212129
GND,37.25,-21.9346,46,1.10911839450051
GND,37.25,-21.4346,46,0.734871749730736
GND,37.25,-20.9346,46,0.609473635847953
